"","state","dist","pvi","metric","pvi_range","st_dist","st","candidate","incumbent","stance","st_metric","red_scale","req_majority","primary_scale","last_name","fec_id","fec_name","ttl_receipts","comp_scale","stance_scale","stance_key","stance_scale_reduced","stance_key_reduced","comp_key","primary_type","primary_type_reduced","primary_scale_reduced","red_key","dist_pol","fund_self","fund_indiv","fund_party","fund_other","fund_tot","fund_self_pct","fund_indiv_pct","fund_party_pct","fund_other_pct","X","Y"
"218","Wisconsin",2,"D+19",0.31,"D+25 to D+8","WI2","WI","Erik Olsen","No","No comment",0.52,0,0,1,"olsen","H2WI02181","OLSEN, ERIK",21672,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.21,11357,10315,0,0,21672,0.524040236249539,0.475959763750461,0,0,3.5,9
"219","California",13,"D+4",0.46,"D+4","CA13","CA","John Duarte","No","No comment",0.36,1,0,0,"duarte",NA,NA,NA,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","All Party","All Party",0,"Comission",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12
"220","California",27,"D+4",0.46,"D+4","CA27","CA","Mike Garcia","Yes","Fully denied",0.36,1,0,0,"garcia","H0CA25105","GARCIA, MICHAEL",6169264.03,-1,-2,"Full Denial",0,"Questioned Election","Lean D","All Party","All Party",0,"Comission",0.1,0,4786430.12,0,1369828.32,6156258.44,0,0.777490121093747,0,0.222509878906253,8.5,13
"221","Illinois",14,"D+4",0.46,"D+4","IL14","IL","Scott R. Gryder","No","Fully accepted",0.43,0,0,3,"gryder","H2IL14102","GRYDER, SCOTT",504130.4,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Partially 
Open","Restricted",3,"Legislature",0.03,20000,274210.75,0,207800.35,502011.1,0.0398397565312799,0.546224475912983,0,0.413935767555737,9,14
"222","Indiana",1,"D+4",0.46,"D+4","IN1","IN","Jennifer-Ruth Green","No","No comment",0.61,0,0,3,"green","H2IN01172","GREEN, JENNIFER-RUTH",2395385.93,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Partially 
Open","Restricted",3,"Legislature",-0.15,10569.26,1779478.03,5000,595275.73,2390323.02,0.00442168690656713,0.744450860871515,0.00209176749676284,0.249035684725155,8.5,15
"223","New Jersey",5,"D+4",0.46,"D+4","NJ5","NJ","Frank T. Pallotta","No","No comment",0.44,1,0,2,"pallotta","H0NJ05174","PALLOTTA, FRANK",725682.74,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Open to 
Unaffiliated","Restricted",3,"Comission",0.02,105500,467394.37,0,149043.37,721937.74,0.146134485225831,0.647416451728926,0,0.206449063045243,8.5,17
"224","New Jersey",3,"D+4",0.46,"D+4","NJ3","NJ","Bob Healey","No","Fully accepted",0.44,1,0,2,"healey","H2NJ03258","HEALEY, ROBERT JR",2853354.18,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Open to 
Unaffiliated","Restricted",3,"Comission",0.02,1260025,1319772.51,5000,264386.45,2849183.96,0.44224066177882,0.463210704724029,0.00175488844181195,0.0927937450553386,9,18
"225","New Mexico",1,"D+4",0.46,"D+4","NM1","NM","Michelle Garcia Holmes","No","Raised questions",0.47,0,0,5,"holmes",NA,NA,NA,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.00999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,19
"226","New Mexico",3,"D+4",0.46,"D+4","NM3","NM","Alexis Martinez Johnson","No","No comment",0.47,0,0,5,"johnson",NA,NA,NA,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.00999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20
"227","North Carolina",6,"D+4",0.46,"D+4","NC6","NC","Christian Castelli","No","No comment",0.53,0,0,4,"castelli","H2NC07161","CASTELLI, ROBERT CHRISTIAN",606502.48,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Partially 
Closed","Restricted",3,"Legislature",-0.07,150000,391805.88,0,64696.6,606502.48,0.247319681198995,0.646008702223279,0,0.106671616577726,9,16
"228","Oregon",4,"D+4",0.46,"D+4","OR4","OR","Alek Skarlatos","No","Avoided answering",0.44,0,0,5,"skarlatos","H0OR04107","SKARLATOS, ALEK",3639920.38,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Closed","Closed",5,"Legislature",0.02,0,3293455.26,10000,307103.89,3610559.15,0,0.91217319068156,0.00276965411299244,0.0850571552054479,8.5,21
"229","Oregon",6,"D+4",0.46,"D+4","OR6","OR","Mike Erickson","No","Fully accepted",0.44,0,0,5,"erickson","H2OR06124","ERICKSON, MIKE",2207103.97,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Closed","Closed",5,"Legislature",0.02,1328408,662862.4,5000,210833.57,2207103.97,0.601878306620961,0.300331297940622,0.00226541208205973,0.0955249833563573,10,10
"230","Pennsylvania",6,"D+4",0.46,"D+4","PA6","PA","Guy Louis Ciarrocchi","No","Raised questions",0.52,0,0,5,"ciarrocchi","H2PA06197","CIARROCCHI, GUY",803099.51,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.06,25000,563574.81,5500,167596.6,761671.41,0.0328225527068162,0.739918556218357,0.00722096159549956,0.220037929479328,9.5,11
"231","Rhode Island",2,"D+4",0.46,"D+4","RI2","RI","Allan W. Fung","No","Accepted with reservations",0.42,0,0,2,"fung","H2RI02226","FUNG, ALLAN",1630740.85,-1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean D","Open to 
Unaffiliated","Restricted",3,"Legislature",0.04,50000,1214957.25,0,365783.6,1630740.85,0.0306609109595801,0.745033921238926,0,0.224305167801493,10,12
"232","California",21,"D+9",0.41,"D+25 to D+8","CA21","CA","Michael Maher","No","No comment",0.36,1,0,0,"maher","H2CA22215","MAHER, MICHAEL A",228138,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",0.05,0,223138,0,5000,228138,0,0.978083440724474,0,0.0219165592755262,6,22
"233","Florida",9,"D+9",0.41,"D+25 to D+8","FL9","FL","Scotty Moore","No","Fully denied",0.53,0,0,5,"moore","H2FL09228","MOORE, SCOTTY",491523.18,-2,-2,"Full Denial",0,"Questioned Election","Likely D","Closed","Closed",5,"Legislature",-0.12,0,482023.18,0,7000,489023.18,0,0.985685750111068,0,0.0143142498889316,5.5,23
"234","Florida",14,"D+9",0.41,"D+25 to D+8","FL14","FL","James Judge","No","Raised questions",0.53,0,0,5,"judge","H2FL14277","JUDGE, JAMES",178898.92,-2,-1,"Raised Questions",0,"Questioned Election","Likely D","Closed","Closed",5,"Legislature",-0.12,31842.71,145556.21,500,1000,178898.92,0.177992745847767,0.81362263114836,0.00279487433462427,0.00558974866924853,6,24
"235","Georgia",7,"D+9",0.41,"D+25 to D+8","GA7","GA","Mark Gonsalves","No","Fully denied",0.53,0,1,1,"gonsalves","H0GA07232","GONSALVES, MARK",528018.58,-2,-2,"Full Denial",0,"Questioned Election","Likely D","Open","Open",1,"Legislature",-0.12,2e+05,314826.68,0,13191.9,528018.58,0.378774549941027,0.596241670132138,0,0.0249837799268352,6.5,7
"236","Maryland",3,"D+9",0.41,"D+25 to D+8","MD3","MD","Yuripzy Morgan","No","No comment",0.36,0,0,5,"morgan","H2MD02343","MORGAN, YURIPZY",403617.87,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Legislature",0.05,0,383066.5,1800,17800,402666.5,0,0.951324483164107,0.00447020052574525,0.0442053163101475,6.5,9
"237","Massachusetts",1,"D+9",0.41,"D+25 to D+8","MA1","MA","Dean James Martilli","No","No comment",0.36,0,0,2,"martilli","H2MA01228","MARTILLI, DEAN",12858.89,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Legislature",0.05,0,12258.89,0,600,12858.89,0,0.953339673953195,0,0.046660326046805,7,8
"238","New Jersey",9,"D+9",0.41,"D+25 to D+8","NJ9","NJ","Billy Prempeh","No","Raised questions",0.44,1,0,2,"prempeh","H0NJ09200","PREMPEH, WILLIAM SREBOE",232830.96,-2,-1,"Raised Questions",0,"Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.03,0,231840.38,0,0,231840.38,0,1,0,0,7,10
"239","New York",26,"D+9",0.41,"D+25 to D+8","NY26","NY","Steven L. Sams II","No","No comment",0.4,1,0,5,"sams","H2NY26189","SAMS, STEVEN LYNN MR II",33155.11,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Comission",0.00999999999999995,16568.25,15728,0,199,32495.25,0.509866826690055,0.484009201344812,0,0.00612397196513337,6.5,11
"240","Washington",2,"D+9",0.41,"D+25 to D+8","WA2","WA","Dan Matthews","No","No comment",0.42,1,0,0,"matthews","H2WA02177","MATTHEWS, DAN",45078.5,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",-0.01,15000,28078.04,2000,0,45078.04,0.332756260032601,0.622876238629719,0.0443675013376802,0,7,12
"241","California",22,"D+6",0.44,"D+7 to D+6","CA22","CA","David G. Valadao","Yes","Fully accepted",0.36,1,0,0,"valadao","H2CA20094","VALADAO, DAVID",3232539.05,-2,2,"Acceptance",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",0.08,0,1269230.14,5000,1888952.05,3163182.19,0,0.401251038910282,0.00158068669449609,0.597168274395222,7.5,13
"242","Delaware",0,"D+6",0.44,"D+7 to D+6","DEAL","DE","Lee Murphy","No","No comment",0.44,-1,0,5,"murphy","H8DE01044","MURPHY, LEE",288544.6,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Single District
State",0,0,279419.6,9125,0,288544.6,0,0.968375772757487,0.0316242272425129,0,8,14
"243","Illinois",8,"D+6",0.44,"D+7 to D+6","IL8","IL","Chris Dargis","No","Fully accepted",0.43,0,0,3,"dargis","H2IL08187","DARGIS, CHRISTOPHER BRYANT",494859.49,-2,2,"Acceptance",1,"Has Not Questioned Election","Likely D","Partially 
Open","Restricted",3,"Legislature",0.01,359965,105503.6,0,27071.6,492540.2,0.730833747174342,0.214203023428342,0,0.0549632293973162,7.5,15
"244","Massachusetts",9,"D+6",0.44,"D+7 to D+6","MA9","MA","Jesse G. Brown","No","No comment",0.36,0,0,2,"brown","H2MA09239","BROWN, JESSE",349385.67,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Legislature",0.08,250000,99185.52,0,200,349385.52,0.715541960639926,0.283885605791562,0,0.000572433568511941,8,16
"245","Washington",6,"D+6",0.44,"D+7 to D+6","WA6","WA","Elizabeth Kreiselmaier","No","Avoided answering",0.42,1,0,0,"kreiselmaier","H0WA06081","KREISELMAIER, ELIZABETH",378391.47,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",0.02,15087,360804.47,2500,0,378391.47,0.039871406192111,0.95352167954526,0.0066069142626286,0,7.5,17
"246","California",23,"R+8",0.58,"R+8 to R+20","CA23","CA","Jay Obernolte","Yes","Accepted with reservations",0.36,1,0,0,"obernolte","H0CA08135","OBERNOLTE, JAY",883291.92,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","All Party","All Party",0,"Comission",0.22,0,537381.29,0,318025,855406.29,0,0.628217604058067,0,0.371782395941933,33.5,15
"247","Florida",2,"R+8",0.58,"R+8 to R+20","FL2","FL","Neal Dunn","Yes","Fully denied",0.53,0,0,5,"dunn","H6FL02208","DUNN, NEAL PATRICK MD, FACS",1588780.84,2,-2,"Full Denial",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",0.0499999999999999,0,1014429.83,0,537424.91,1551854.74,0,0.65368865000857,0,0.34631134999143,33,16
"248","Florida",11,"R+8",0.58,"R+8 to R+20","FL11","FL","Daniel Webster","Yes","Fully denied",0.53,0,0,5,"webster","H0FL08208","WEBSTER, DANIEL",705088.24,2,-2,"Full Denial",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",0.0499999999999999,0,451874.23,0,253200,705074.23,0,0.640888874920304,0,0.359111125079696,33.5,17
"249","Georgia",12,"R+8",0.58,"R+8 to R+20","GA12","GA","Rick W. Allen","Yes","Fully denied",0.53,0,1,1,"allen","H2GA12121","ALLEN, RICHARD W",856288.58,2,-2,"Full Denial",0,"Questioned Election","Likely R","Open","Open",1,"Legislature",0.0499999999999999,0,563016.04,0,293272.54,856288.58,0,0.657507355756163,0,0.342492644243837,33,18
"250","Minnesota",8,"R+8",0.58,"R+8 to R+20","MN8","MN","Pete Stauber","Yes","Accepted with reservations",0.49,0,0,1,"stauber","H8MN08043","STAUBER, PETER ALLEN",2295056.51,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","Open","Open",1,"Legislature",0.09,0,1299496.82,6000,989559.69,2295056.51,0,0.566215609218267,0.00261431471245124,0.431170076069282,33.5,19
"251","Minnesota",1,"R+8",0.58,"R+8 to R+20","MN1","MN","Brad Finstad","Yes","Fully accepted",0.49,0,0,1,"finstad","H2MN01223","FINSTAD, BRAD",1250109.16,2,2,"Acceptance",1,"Has Not Questioned Election","Likely R","Open","Open",1,"Legislature",0.09,5800,695592.93,10400,534316.23,1246109.16,0.00465448789414244,0.558211874471736,0.00834597829294506,0.428787659341177,33,20
"252","Missouri",2,"R+8",0.58,"R+8 to R+20","MO2","MO","Ann Wagner","Yes","Fully accepted",0.61,0,0,1,"wagner","H2MO02102","WAGNER, ANN L.",4554286.77,2,2,"Acceptance",1,"Has Not Questioned Election","Likely R","Open","Open",1,"Legislature",-0.03,0,2630665.27,1000,1848787.6,4480452.87,0,0.587142716669175,0.000223191723920533,0.412634091606905,33.5,21
"253","Nevada",2,"R+8",0.58,"R+8 to R+20","NV2","NV","Mark E. Amodei","Yes","Accepted with reservations",0.5,0,0,5,"amodei","H2NV02395","AMODEI, MARK EUGENE",935366.26,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",0.08,0,552919.55,0,377094.9,930014.45,0,0.594527912980277,0,0.405472087019723,34,10
"254","North Carolina",11,"R+8",0.58,"R+8 to R+20","NC11","NC","Chuck Edwards","No","Avoided answering",0.53,0,0,4,"edwards","H2NC14050","EDWARDS, CHUCK",1408690.65,2,0,"No Comment",1,"Has Not Questioned Election","Likely R","Partially 
Closed","Restricted",3,"Legislature",0.0499999999999999,250000,837994.03,0,320696.62,1408690.65,0.177469765984462,0.594874417601906,0,0.227655816413632,34,8
"255","North Carolina",7,"R+8",0.58,"R+8 to R+20","NC7","NC","David Rouzer","Yes","Fully denied",0.53,0,0,4,"rouzer","H2NC07096","ROUZER, DAVID CHESTON",1216096.62,2,-2,"Full Denial",0,"Questioned Election","Likely R","Partially 
Closed","Restricted",3,"Legislature",0.0499999999999999,0,526172.34,0,685411.08,1211583.42,0,0.434284863356747,0,0.565715136643253,34.5,9
"256","South Carolina",1,"R+8",0.58,"R+8 to R+20","SC1","SC","Nancy Mace","Yes","Fully accepted",0.58,0,1,1,"mace","H0SC01394","MACE, NANCY",5219508.2,2,2,"Acceptance",1,"Has Not Questioned Election","Likely R","Open","Open",1,"Legislature",0,0,3351595.87,300,1847534.88,5199430.75,0,0.644608233314772,5.76986240272553e-05,0.355334068061201,34.5,11
"257","Washington",5,"R+8",0.58,"R+8 to R+20","WA5","WA","Cathy McMorris Rodgers","Yes","Accepted with reservations",0.42,1,0,0,"rodgers",NA,NA,NA,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","All Party","All Party",0,"Comission",0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,12
"258","California",24,"D+13",0.37,"D+25 to D+8","CA24","CA","Brad Allen","No","No comment",0.36,1,0,0,"allen","H2CA24229","ALLEN, BRAD DR.",25495,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",0.01,21500,3995,0,0,25495,0.843302608354579,0.156697391645421,0,0,5,20
"259","Connecticut",4,"D+13",0.37,"D+25 to D+8","CT4","CT","Jayme Stevenson","No","Accepted with reservations",0.43,0,0,4,"stevenson","H2CT04134","STEVENSON, JAYME MRS.",501805.9,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Partially 
Closed","Restricted",3,"Legislature",-0.06,175000,325955.9,0,100,501055.9,0.349262427605383,0.650537993864557,0,0.000199578530060219,4.5,21
"260","Massachusetts",2,"D+13",0.37,"D+25 to D+8","MA2","MA","Jeffrey A. Sossa-Paquette","No","Fully accepted",0.36,0,0,2,"sossa-paquette","H2MA02085","SOSSA-PAQUETTE, JEFF",137323.45,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Legislature",0.01,95400,39373.45,0,2550,137323.45,0.694710189701759,0.286720512774766,0,0.0185692975234747,5,22
"261","North Carolina",12,"D+13",0.37,"D+25 to D+8","NC12","NC","Tyler Lee","No","Raised questions",0.53,0,0,4,"lee","H2NC12229","LEE, TYLER",183184.41,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Partially 
Closed","Restricted",3,"Legislature",-0.16,100,176113.73,3000,0,179213.73,0.000557992961811575,0.982702218183841,0.0167397888543473,0,4.5,23
"262","Washington",1,"D+13",0.37,"D+25 to D+8","WA1","WA","Vincent J. Cavaleri","No","No comment",0.42,1,0,0,"cavaleri","H2WA01252","CAVALERI, VINCENT",150188.78,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.05,2375,141813.78,6000,0,150188.78,0.0158134316025471,0.944236846454176,0.039949721943277,0,5,24
"263","California",32,"D+20",0.3,"D+25 to D+8","CA32","CA","Lucie Lapointe Volotzky","No","No comment",0.36,1,0,0,"volotzky","H2CA30283","VOLOTZKY, LUCIE LAPOINTE",37874.76,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.06,205,32669.76,0,5000,37874.76,0.00541257555163386,0.862573386603638,0,0.132014037844728,3,22
"264","California",52,"D+20",0.3,"D+25 to D+8","CA52","CA","Tyler Geffeney","No","No comment",0.36,1,0,0,"geffeney","H2CA52188","GEFFENEY, TYLER",34347.04,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.06,1740,24540.04,0,7717,33997.04,0.0511809263394696,0.721828723912435,0,0.226990349748096,2.5,23
"265","Illinois",9,"D+20",0.3,"D+25 to D+8","IL9","IL","Maxwell ""Max"" Rice","No","Avoided answering",0.43,0,0,3,"rice","H8IL09174","RICE, MAXWELL",9895.5,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.13,0,9895.5,0,0,9895.5,0,1,0,0,3,24
"266","New York",16,"D+20",0.3,"D+25 to D+8","NY16","NY","John Ciampoli","No","No comment",0.4,1,0,5,"ciampoli",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Closed","Closed",5,"Comission",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,25
"267","Ohio",3,"D+20",0.3,"D+25 to D+8","OH3","OH","Lee R. Stahley","No","Avoided answering",0.56,0,0,3,"stahley",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26
"268","Texas",29,"D+20",0.3,"D+25 to D+8","TX29","TX","Robert Schafranek","No","No comment",0.55,0,1,1,"schafranek",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4
"269","California",25,"D+7",0.43,"D+7 to D+6","CA25","CA","Brian E. Hawkins","No","Accepted with reservations",0.36,1,0,0,"hawkins","H2CA01177","HAWKINS, BRIAN",498299.14,-2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely D","All Party","All Party",0,"Comission",0.07,0,472898.79,200,22025,495123.79,0,0.955112235669387,0.000403939386552199,0.044483824944061,7,20
"270","Connecticut",3,"D+7",0.43,"D+7 to D+6","CT3","CT","Lesley DeNardis","No","No comment",0.43,0,0,4,"denardis","H2CT03110","DENARDIS, LESLEY",37752.86,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Partially 
Closed","Restricted",3,"Legislature",0,150,37502.86,0,100,37752.86,0.00397320891715224,0.99337798513808,0,0.00264880594476816,6.5,21
"271","Maryland",2,"D+7",0.43,"D+7 to D+6","MD2","MD","Nicolee Ambrose","No","Raised questions",0.36,0,0,5,"ambrose","H2MD02368","AMBROSE, NICOLEE",400328.32,-2,-1,"Raised Questions",0,"Questioned Election","Likely D","Closed","Closed",5,"Legislature",0.07,1000,349578.32,0,49750,400328.32,0.00249794968290028,0.873229053592811,0,0.124272996724289,7,22
"272","Michigan",11,"D+7",0.43,"D+7 to D+6","MI11","MI","Mark Ambrose","No","Fully accepted",0.51,1,0,1,"ambrose","H2MI11265","AMBROSE, MARK",567958,-2,2,"Acceptance",1,"Has Not Questioned Election","Likely D","Open","Open",1,"Comission",-0.08,350000,204958,0,13000,567958,0.616242750344216,0.360868233214428,0,0.0228890164413566,6.5,23
"273","Minnesota",3,"D+7",0.43,"D+7 to D+6","MN3","MN","Tom Weiler","No","No comment",0.49,0,0,1,"weiler","H2MN03104","WEILER, TOM",565825.86,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Open","Open",1,"Legislature",-0.06,67017.23,384711.22,5000,109097.41,565825.86,0.118441440622739,0.679910988868554,0.00883664101177702,0.19281092949693,8,8
"274","New York",25,"D+7",0.43,"D+7 to D+6","NY25","NY","La'Ron D. Singletary","No","No comment",0.4,1,0,5,"singletary","H2NY25082","SINGLETARY, LA'RON DESMOND",541603.45,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Comission",0.03,101000,411303.45,7400,21900,541603.45,0.186483302497427,0.759418076085003,0.0136631330542669,0.0404354883633034,7.5,9
"275","New York",20,"D+7",0.43,"D+7 to D+6","NY20","NY","Elizabeth L. Joy","No","Fully denied",0.4,1,0,5,"joy","H0NY20111","JOY, ELIZABETH L",981341.11,-2,-2,"Full Denial",0,"Questioned Election","Likely D","Closed","Closed",5,"Comission",0.03,2073.04,847790.98,6300,124693.41,980857.43,0.00211349777918285,0.864336603944571,0.00642295180452474,0.127126946471721,8,10
"276","Pennsylvania",4,"D+7",0.43,"D+7 to D+6","PA4","PA","Christian Nascimento","No","Accepted with reservations",0.52,0,0,5,"nascimento","H2PA04226","NASCIMENTO, CHRISTIAN",209982.25,-2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely D","Closed","Closed",5,"Legislature",-0.09,500,193032.78,1424.47,15025,209982.25,0.00238115364512953,0.919281415452973,0.00678376386575532,0.0715536670361423,7.5,11
"277","Washington",10,"D+7",0.43,"D+7 to D+6","WA10","WA","Keith R. Swank","No","Fully denied",0.42,1,0,0,"swank","H2WA08166","SWANK, KEITH ROLAND",112897.77,-2,-2,"Full Denial",0,"Questioned Election","Likely D","All Party","All Party",0,"Comission",0.01,0,102397.77,0,10500,112897.77,0,0.906995505757111,0,0.0930044942428889,8,12
"278","California",36,"D+21",0.29,"D+25 to D+8","CA36","CA","Joe E. Collins III","No","Fully denied",0.36,1,0,0,"collins","H0CA43108","COLLINS, JOE E III",2399101.15,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.07,0,2345653.78,0,8241.51,2353895.29,0,0.996498777989398,0,0.00350122201060184,2.5,17
"279","Illinois",3,"D+21",0.29,"D+25 to D+8","IL3","IL","Justin Burau","No","Accepted with reservations",0.43,0,0,3,"burau","H2IL06082","BURAU, JUSTIN",26803.99,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.14,5476.05,18912.61,0,2354.23,26742.89,0.204766575340212,0.707201428117904,0,0.0880319965418846,3,18
"280","Illinois",1,"D+21",0.29,"D+25 to D+8","IL1","IL","Eric Carlson","No","Raised questions",0.43,0,0,3,"carlson","H2IL01323","CARLSON, ERIC JOSEPH MR.",5896.21,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.14,5746.21,150,0,0,5896.21,0.974559929174843,0.0254400708251572,0,0,2.5,19
"281","Texas",35,"D+21",0.29,"D+25 to D+8","TX35","TX","Dan McQueen","No","No comment",0.55,0,1,1,"mcqueen","H0TX20124","MCQUEEN, ELDON DAN",30785,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.26,30000,785,0,0,30785,0.974500568458665,0.0254994315413351,0,0,3,20
"282","Washington",9,"D+21",0.29,"D+25 to D+8","WA9","WA","Doug Basler","No","Fully denied",0.42,1,0,0,"basler","H4WA09061","BASLER, DOUGLAS MICHAEL",122916.28,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.13,0,117636.28,400,4880,122916.28,0,0.957043932667015,0.00325424752522611,0.0397018198077586,2.5,21
"283","California",43,"D+33",0.17,"D+26+","CA43","CA","Omar Navarro","No","Fully denied",0.36,1,0,0,"navarro","H6CA44145","NAVARRO, OMAR",82458.53,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.19,2,80308.31,0,25,80335.31,2.48956529824806e-05,0.999663908684737,0,0.000311195662281007,0.5,17
"284","New York",7,"D+33",0.17,"D+26+","NY7","NY","Juan Pagán","No","No comment",0.4,1,0,5,"pagán",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Closed","Closed",5,"Comission",-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
"285","California",34,"D+34",0.16,"D+26+","CA34","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16
"286","California",44,"D+25",0.25,"D+25 to D+8","CA44","CA","Paul Jones","No","Avoided answering",0.36,1,0,0,"jones",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19
"287","Louisiana",2,"D+25",0.25,"D+25 to D+8","LA2","LA","Dan Lux","No","Raised questions",0.62,0,0,0,"lux","H2LA02297","LUX, DANIEL ANTHONY",25915,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","All Party","All Party",0,"Legislature",-0.37,13700,12215,0,0,25915,0.528651360216091,0.471348639783909,0,0,2,20
"288","Wisconsin",4,"D+25",0.25,"D+25 to D+8","WI4","WI","Tim Rogers","No","No comment",0.52,0,0,1,"rogers",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,21
"289","California",33,"D+12",0.38,"D+25 to D+8","CA33","CA","John Mark Porter","No","Accepted with reservations",0.36,1,0,0,"porter",NA,NA,NA,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,25
